,Unnamed: 0,Accession Number,Artist - Sort Name,Full Title,Portfolio (Series) Title,Creation Date,Height,Width,Depth,Media & Support,Credit Line,Class Type
83,4871,1990.167,"Donnelly, A.",Rough and Ready Locomotive Against the Field,,1800,9.75,14.625,0,lithograph on wove paper mounted on board,,F: Prints
84,16378,1969.15,"Sully, Thomas",Tom Wharton ,,1800,30.125,25.125,0,oil on canvas,museum purchase,A: Painting
85,445,1941.24,"Allston, Washington",Tragic Figure in Chains,,1800,12.625,9.625,0,watercolor on paper mounted on panel,museum purchase,E: Work on Paper
86,788,1947.13,anonymous,New England Family,,1800,52.125,72.75,0,oil on canvas,museum purchase,A: Painting
87,6228,1946.50,"Ewan, John",Marrow Spoon,,1800,0,11.0625,0,silver,bequest of James B. Neale,D: Decorative Arts
88,14749,1955.11,"Shaw, Joshua",After the Storm,,1800,10,14,0,oil on canvas,museum purchase,A: Painting
89,17645,1946.106,"Wiltberger, Christian",Basket,,1800,4,8.25,0,silver,bequest of James B. Neale,D: Decorative Arts
90,14316,2004.1.89,"Ryan, D. (David) J.",No. 18  Forsyth Park.,,1800,4,7,0,two albumen prints mounted on studio card,gift of Adam D. Weinberg in honor of Allison Kemmerer,G: Photography
91,7781,1938.1,"Hamlin, William",Genl. George Washington,,1800,3.4375,3.1875,0,stipple engraving on laid paper,"gift of M. J. Rosenau, Jr.",F: Prints
92,14689,1936.37,"Sharples, James",Portrait of a Man,,1801,9.5,7.4375,0,pastel on wove paper,museum purchase,E: Work on Paper
93,13096,1958.57,"Peale, James",Jane Ramsey Peale,,1802,28.125,20.875,0,oil on canvas,"gift of the collection of Waldron P. Belknap, Jr.",A: Painting
94,16356,1990.91,"Stuart, Gilbert Charles",Lt. Governor William Phillips,,1804,43.625,33.5,0,oil on canvas,transfer from Phillips Academy,A: Painting
95,446,1943.31,"Allston, Washington",Italian Landscape,,1805,40,50.75,0,oil on canvas,museum purchase,A: Painting
96,14463,1938.24,"Savage, Edward",A View of the Falls on Black River,,1806,12.25,17,0,"pen, ink, graphite on wove paper",gift of Charles D. Childs,E: Work on Paper
97,14462,1938.23,"Savage, Edward",Stanton Bridge,,1806,8,13.125,0,graphite on laid paper,gift of Charles D. Childs,E: Work on Paper
98,3835,1954.11,"Clark, James and, Hamble, J.",A Schooner with a View of New York,,1807,10.25,16.25,0,engraving on wove paper,museum purchase,F: Prints
99,5662,1946.49,"Dupuy, Jr., Daniel",Teaspoon,,1810,0,6.0625,0,silver,bequest of James B. Neale,D: Decorative Arts
100,1325,2011.51,anonymous,Looking Glass,,1810,0,0,0,"mahogany veneer, gold leaf",gift of the Estate of Thomas B. Weisbuch (PA 1957),D: Decorative Arts
101,863,1970.17,anonymous,Lolling Chair,,1810,0,0,0,"mahogony with maple secondary, late upholstery",bequest of Julia Cogswell,D: Decorative Arts
102,859,"1967.15.1a,b",anonymous,Decanter with Conforming Top,,1810,0,0,0,"clear, blown and cut glass",gift of Mrs. C. Carleton Kimball,D: Decorative Arts
103,860,"1967.15.2a,b",anonymous,Decanter with Conforming Top,,1810,0,0,0,"clear, blown and cut glass",gift of Mrs. C. Carleton Kimball,D: Decorative Arts
104,1412,1964.21.1,"Audubon, John James","Crested Titmouse A.W., Parus Bicolor",,1810,17.1875,8.625,0,transparent and opaque watercolor and graphite on paper,gift of Mrs. F. Abbot Goodhue and Phoebe Milliken in memory of F. Abbot Goodhue (PA 1902),E: Work on Paper
105,16377,1955.4,"Sully, Thomas",Sarah Bringhurst Dunant,,1812,35,27.125,0,oil on canvas ,"gift of The Alfred and Margaret Caspary Foundation, Inc., in memory of Thomas Cochran",A: Painting
106,12774,1940.75,"Noyes, Abigail Barker",Mount Vernon,,1812,12.25,16.75,0,embroidery and opaque watercolor on paper and canvas,gift of Mrs. Henry P. Moseley,A: Painting
107,6844,1930.358,"Furst, Moritz",1812 Stephen Decatur.  Engagement between the U.S. & the Macedonian,,1812,0.25,2.5625,0,silver,gift of anonymous donor,B: Sculpture
108,6845,1930.359,"Furst, Moritz",1813 Oliver Perry Battle of Lake Erie.,,1813,0.1875,2.375,0,silver,gift of anonymous donor,B: Sculpture
109,11125,1930.13,"Morse, Samuel F. B.",Self Portrait,,1813,30,25,0,oil on canvas,gift of anonymous donor,A: Painting
110,6846,1930.360,"Furst, Moritz",1814 Johnston Blakely Engagement of Wasp with Reindeer,,1814,0.25,2.5625,0,silver,gift of anonymous donor,B: Sculpture
111,8593,1946.66,"Hutton, Isaac",Beaker,,1815,3.5,0,0,silver,bequest of James B. Neale,D: Decorative Arts
112,5655,1939.12,"Dunlap, William","4th View of Niagara. The Rapids. Sept. 6th, 1815",,1815,9,11.125,0,watercolor on wove paper,gift of Heathcote M. Woolsey,E: Work on Paper
113,5654,1939.11,"Dunlap, William","Fort Smith From the North East, May 21st, 1815, 11 o'clock a.m.",,1815,6.5,11.9375,0,watercolor on laid paper,gift of Heathcote M. Woolsey,E: Work on Paper
114,5653,1938.60,"Dunlap, William",Little Falls at Mt. Ida,,1815,11.625,7.125,0,watercolor on wove paper,gift of Judge John M. Woolsey,E: Work on Paper
115,13304,1990.170,"Plantou, Julia (Madame Anthony)",Peace of Ghent 1814 and Triumph of America,,1815,22.125,32,0,engraving,,F: Prints
116,5656,1939.13,"Dunlap, William",View of Niagara from the Bank above the Stone house (an old distillery),,1815,9,11,0,watercolor and graphite on wove paper,gift of Heathcote M. Woolsey,E: Work on Paper
117,5647,1938.16,"Dunlap, William",Niagara Falls from Canadian Side,,1815,8.9375,11.125,0,watercolor on wove paper,gift of Judge John M. Woolsey,E: Work on Paper
118,5650,1938.19,"Dunlap, William",Niagara from American Side - 1815,,1815,8.9375,12.0625,0,"watercolor, graphite on wove paper",gift of Judge John M. Woolsey,E: Work on Paper
119,6847,1930.361,"Furst, Moritz",1815 Capt. Jacob Biddle Engagement of Hornet with Penguin,,1815,0.1875,2.625,0,silver,gift of anonymous donor,B: Sculpture
120,6848,1930.362,"Furst, Moritz",1815 Andrew Jackson Battle of New Orleans,,1815,2.5625,2.5625,0.4375,silver,gift of anonymous donor,B: Sculpture
121,7456,2001.33,"Hale, Eunice",Aspasia Instructing Two Young Females,,1815,11,11,0,watercolor with opaque watercolor on wove paper,"gift of Mr. and Mrs. John M. Woolsey, Jr. (PA 1934)",E: Work on Paper
122,5651,1938.20,"Dunlap, William",View of the Falls of Niagara,,1815,8.75,11.0625,0,watercolor on wove paper,gift of Judge John M. Woolsey,E: Work on Paper
123,5639,1938.8,"Dunlap, William","Barracks at Black Rock by redoubt, with a distant view of Fort Erie",,1815,5.8125,9.5625,0,watercolor and graphite on laid paper,gift of Judge John M. Woolsey,E: Work on Paper
124,5642,1938.11,"Dunlap, William","View from the Bank above Table Rock, Niagara Falls",,1815,8.875,11.125,0,watercolor on wove paper,gift of Judge John M. Woolsey,E: Work on Paper
125,5644,1938.13,"Dunlap, William","Bridge Over the Mohawk at Schenectady June 22, 1815, 6 o'clock ",,1815,7.875,13.5625,0,ink and watercolor on laid paper,gift of Judge John M. Woolsey,E: Work on Paper
126,5646,1938.15,"Dunlap, William",The North End or Bottom of Cayuga Lake,,1815,7.875,12.875,0,watercolor and graphite on wove paper,gift of Judge John M. Woolsey,E: Work on Paper
127,5648,1938.17,"Dunlap, William","Falls of Mt. Ida on the Poets Den Kill near Troy. June 18th, 1815",,1815,9,12,0,watercolor on laid paper,gift of Judge John M. Woolsey,E: Work on Paper
128,862,1969.78,anonymous,Card Table,,1815,28.625,30,0,"mahogany, mahogany veneer, pine, rosewood, brass inlays and ormolu mounts",Bequest of Marjory D. Lowell,D: Decorative Arts
129,7455,2001.32,"Hale, Eunice",Anna on the Rock,,1815,15.25,19,0,watercolor and opaque watercolor and graphite on linen (?),"gift of Mr. and Mrs. John M. Woolsey, Jr. (PA 1934)",E: Work on Paper
130,5649,1938.18,"Dunlap, William",View of Waterford and the Upper Junction of the Mohawk,,1815,5.9375,9.625,0,ink and watercolor on laid paper,gift of Judge John M. Woolsey,E: Work on Paper
131,5652,1938.21,"Dunlap, William",View of the South End of Lake George 1816,,1816,10.875,8.6875,0,watercolor on wove paper,gift of Judge John M. Woolsey,E: Work on Paper
132,5657,1939.14,"Dunlap, William",Ticonderoga,,1816,8.8125,11.125,0,"watercolor, graphite on wove paper",gift of Heathcote M. Woolsey,E: Work on Paper
133,5641,1938.10,"Dunlap, William","View of Caldwell, Lake George Sept. 5th",,1816,8.5625,10.875,0,watercolor on wove paper,gift of Judge John M. Woolsey,E: Work on Paper
134,5643,1938.12,"Dunlap, William",Bakers Falls - Sandy Hill,,1816,8.75,11.375,0,graphite and ink wash on wove paper,gift of Judge John M. Woolsey,E: Work on Paper
135,5658,2000.61,"Dunlap, William",Near Bakers Falls,,1816,8.5,10.75,0,watercolor on paper,gift of Richard Nutt,E: Work on Paper
136,5645,1938.14,"Dunlap, William",Saratoga ,,1816,8.0625,10.125,0,watercolor and graphite on wove paper,gift of Judge John M. Woolsey,E: Work on Paper
137,17051,1955.3,"Waldo, Samuel Lovett",Andrew Jackson,,1819,32.875,25.25,0,oil on panel,gift of The Alfred and Margaret Caspary Foundation in Memory of Thomas Cochran,A: Painting
138,805,1953.11,anonymous,Tumbler,,1820,7.875,0,0,blown glass with engraved decoration,gift of Nathaniel R. Potter (PA 1899),D: Decorative Arts
139,834,1963.29,anonymous,Two Children of the Addison Family,,1820,36,29.5,0,oil on canvas,gift of Julia Addison,A: Painting
140,847,1965.35,anonymous,Tumbler,,1820,0,0,0,blown glass with engraved decoration,"gift from the Estate of Dana W. Drury, M.D.",D: Decorative Arts
141,846,1965.34,anonymous,Bottle (Stiegel),,1820,0,0,0,"blown glass with polychrome enamel decoration, pewter cap","gift from the Estate of Dana W. Drury, M.D.",D: Decorative Arts
142,748,1943.101,anonymous,Apothecary Vial,,1820,4.5,0,0,blown in mold glass,"gift of Mrs. Glen Wright, from the Glen Wright Collection of Early American Glass",D: Decorative Arts
143,1414,1968.29,"Audubon, John James","Golden Crested Wren A.W., Sylvia Regulus",,1820,17.875,11.5,0,"transparent and opaque watercolor, chalk on paper",gift of Mrs. F. Abbot Goodhue in memory of Elizabeth Johnson Cushing,E: Work on Paper
144,736,1943.65,anonymous,Bottle,,1820,7.75,0,0,"blown glass with engraved decoration, pewter cap","gift of Mrs. Glen Wright, from the Glen Wright Collection of Early American Glass",D: Decorative Arts
145,5640,1938.9,"Dunlap, William",Falls of Montmorency,,1820,9.75,7.5625,0,"pen, ink, watercolor on wove paper",gift of Judge John M. Woolsey,E: Work on Paper
146,734,1943.63,anonymous,Bottle,,1820,3,0,0,"blown glass with engraved decoration, pewter cap","gift of Mrs. Glen Wright, from the Glen Wright Collection of Early American Glass",D: Decorative Arts
147,13097,1930.5,"Peale, Rembrandt",George Washington,,1820,36.5,29.375,0,oil on canvas,gift of anonymous donor,A: Painting
148,735,1943.64,anonymous,Bottle,,1820,7.75,0,0,"blown glass with engraved decoration, pewter cap","gift of Mrs. Glen Wright, from the Glen Wright Collection of Early American Glass",D: Decorative Arts
149,4713,1957.27,"de Saint M�min, Charles Balthazar Julien Fevret",plate for Portrait of Henry Foxhall,,1823,2.25,2.25,0,mezzotint plate,gift of Mrs. John S. Moses,F: Prints
150,951,1987.298.2,anonymous,Scrimshaw (2 figures),,1824,0,0,0,whale tooth,museum purchase,D: Decorative Arts
151,4711,1957.25,"de Saint M�min, Charles Balthazar Julien Fevret",Portrait of Henry Foxhall,,1824,2.25,2.25,0,mezzotint on paper,gift of Mrs. John S. Moses,F: Prints
152,1583,1981.268.16,"Audubon, John James","Plate 16.  Great-footed Hawk, Falco peregrinus.  Gmel.","The Birds Of America, Volume I",1827,25.1875,38.25,0,hand-colored engraving from original drawing on wove paper on fabric support bou,gift of anonymous donor,F: Prints
153,1582,1981.268.15,"Audubon, John James","Plate 15.  Blue Yellow-backed Warbler, Sylvia americana.  Lath.","The Birds Of America, Volume I",1827,19.75,12.3125,0,hand-colored engraving from original drawing on wove paper on fabric support bou,gift of anonymous donor,F: Prints
154,1610,1981.268.43,"Audubon, John James",Plate 43.  Cedar Bird.,"The Birds Of America, Volume I",1827,38,25,0,hand-colored engraving from original drawing on wove paper on fabric support bou,gift of anonymous donor,F: Prints
155,1597,1981.268.30,"Audubon, John James",Plate 30.  Viger's Warbler.,"The Birds Of America, Volume I",1827,38,25,0,hand-colored engraving from original drawing on wove paper on fabric support bou,gift of anonymous donor,F: Prints
156,1580,1981.268.13,"Audubon, John James","Plate 13.  Snow Bird, Fringilla hyemalis.  Linn.","The Birds Of America, Volume I",1827,19.8125,12.375,0,hand-colored engraving from original drawing on wove paper on fabric support bou,gift of anonymous donor,F: Prints
157,1590,1981.268.23,"Audubon, John James","Plate 23.  Maryland yellow-throat, Sylvia Trichas.  Lath.","The Birds Of America, Volume I",1827,19.75,12.1875,0,hand-colored engraving from original drawing on wove paper on fabric support bou,gift of anonymous donor,F: Prints
158,1591,1981.268.24,"Audubon, John James","Plate 24.  Roscoe's Yellow-throat, Sylvia Roscoe.  Aud.","The Birds Of America, Volume I",1827,19.75,12.3125,0,hand-colored engraving from original drawing on wove paper on fabric support bou,gift of anonymous donor,F: Prints
159,1579,1981.268.12,"Audubon, John James","Plate 12.  Baltimore Oriole, Icterus Baltimore.  Daud.","The Birds Of America, Volume I",1827,26.625,20.625,0,hand-colored engraving from original drawing on wove paper on fabric support bou,gift of anonymous donor,F: Prints
160,1581,1981.268.14,"Audubon, John James","Plate 14.  Prairie Warbler, Sylvia discolor.  Vieill.","The Birds Of America, Volume I",1827,19.75,12.3125,0,hand-colored engraving from original drawing on wove paper on fabric support bou,gift of anonymous donor,F: Prints
161,1599,1981.268.32,"Audubon, John James",Plate 32.  Black Billed Cockatoo,"The Birds Of America, Volume I",1827,38,25,0,hand-colored engraving from original drawing on wove paper on fabric support bou,gift of anonymous donor,F: Prints
162,1668,1981.268.1-100,"Audubon, John James",The Birds Of America Volume I,"The Birds Of America, Volume I",1827,38.25,28,0,bound volume of one hundred double elephant folio hand-colored engravings from o,gift of anonymous donor,F: Prints
163,1614,1981.268.47,"Audubon, John James",Plate 47.  Ruby Throated Humming Bird.,"The Birds Of America, Volume I",1827,38,25,0,hand-colored engraving from original drawing on wove paper on fabric support bou,gift of anonymous donor,F: Prints
164,1617,1981.268.50,"Audubon, John James",Plate 50.  Black and Yellow Warbler,"The Birds Of America, Volume I",1827,38,25,0,hand-colored engraving from original drawing on wove paper on fabric support bou,gift of anonymous donor,F: Prints
165,1619,1981.268.52,"Audubon, John James",Plate 52.  Chuckwills Widow,"The Birds Of America, Volume I",1827,38,25,0,hand-colored engraving from original drawing on wove paper on fabric support bou,gift of anonymous donor,F: Prints
166,1589,1981.268.22,"Audubon, John James","Plate 22.  Purple Martin, Hirundo purpurea.  Linn.","The Birds Of America, Volume I",1827,26.0625,20.5625,0,hand-colored engraving from original drawing on wove paper on fabric support bou,gift of anonymous donor,F: Prints
167,1588,1981.268.21,"Audubon, John James","Plate 21. Mocking Bird, Turdus polyglottus. Linn.","The Birds Of America, Volume I",1827,33.25,23.4375,0,hand-colored engraving from original drawing on wove paper on fabric support bou,gift of anonymous donor,F: Prints
168,1587,1981.268.20,"Audubon, John James","Plate 20.  Blue-winged Yellow Warbler, Sylvia solitaria.  Wils.","The Birds Of America, Volume I",1827,20.8125,12.1875,0,hand-colored engraving from original drawing on wove paper on fabric support bou,gift of anonymous donor,F: Prints
